date,tv_spend,paid_search_spend,paid_social_spend,display_spend,promo_spend,price_index,sales
2022-06-13,5150.503627573086,8264.202999907542,3779.413927746792,3183.9553111120204,1445.7051334821879,0.9768862355647479,29527.5271570635
2022-06-20,6911.2345509496345,5750.800817318008,2761.7542048112327,2061.8946461180944,1269.0654697913221,0.9782751886283843,28103.45272448251
2022-06-27,8221.845179419732,3971.410932300461,3517.9212375205097,1310.972638937389,2196.206364813418,0.984541393826568,27269.836255584174
2022-07-04,5698.012845155394,3714.9290023266653,4619.397181413437,3218.4992618157257,3348.9560949453453,1.0111066885816857,25064.87218559236
2022-07-11,8751.396036691343,5578.966898291822,3154.413170794038,2431.128034947727,2626.565029547757,0.9760625689168261,26597.784241496305
2022-07-18,6798.72262016239,4731.844657608979,2766.669406650353,1170.203076538835,1231.1113094451694,1.062787806278676,22056.657030576258
2022-07-25,7416.6125004134465,5856.80059291051,4365.530817237868,1847.7290575331135,393.47409125832974,0.9552696348890248,26145.187603461396
2022-08-01,6796.586775541206,5567.885149488254,4367.449856663085,1299.5053972921942,4073.3598032498603,0.990656417791932,23557.295505302136
2022-08-08,11704.556369017875,4912.605304811753,3239.5852369433055,893.7602152285313,1559.2184340144884,0.9780134470862912,24992.89753322976
2022-08-15,7973.005550524133,3983.847538317914,3293.442541572516,2740.942038025313,1513.9292919129462,1.0723488942176866,20343.42683970365
2022-08-22,5884.5781420881995,3182.1833303769627,4348.074906036454,3527.5333123761043,1475.8749128899967,1.0098277388255787,19959.103848539373
2022-08-29,9645.089824206378,4464.182057519574,1827.8734877540137,881.145940944687,1698.084760767855,1.0515922269734317,19952.23511453116
2022-09-05,5558.312700057955,6027.678553188167,1888.8043384351672,2450.3753893524568,1355.6395880760574,0.9257219813481514,22578.17848336135
2022-09-12,8417.727190009511,5256.912492956245,2922.333668121346,1479.4859447025383,926.3379931197637,1.0133525132934629,21216.102248478262
2022-09-19,4080.659752240449,3505.1134655456144,3679.829272432229,1610.2996929882431,953.1410587596079,1.0444815397811718,18302.958251962507
2022-09-26,5343.6279022031395,5207.817111021418,4466.361348397007,1526.0848606089046,1467.2467297840017,1.0041141994637712,20245.489837044606
2022-10-03,8393.722471738247,5462.380855674604,6213.034325424328,1308.807384256147,956.5752288662351,1.0532740187532676,18754.371918205576
2022-10-10,9476.933159990822,3939.37107655864,5286.489434803029,2038.8173023558616,787.1542173228356,0.9741355774949814,21593.620360329765
2022-10-17,8342.736562379941,5184.470127134634,3760.0922050548593,1335.2399068711698,1606.4302276918968,1.070467372009279,18326.168098228063
2022-10-24,7768.703435223519,5069.850462135199,3971.4756881459666,2216.365460623871,1245.0227825791446,1.1149449061809624,18302.583770677553
2022-10-31,7397.792608821423,3628.4356426032523,2496.2059530432866,1959.8095124406905,3003.9929885826887,0.981858071978017,22928.830492170808
2022-11-07,5042.956019265145,5429.34483241794,3972.2302960114152,1808.8415625068722,0.0,0.9777248739299614,23277.481359678695
2022-11-14,6560.311583210583,5672.9414316418815,3567.0120416197924,1273.9490703667216,2591.5068519224615,1.072669223855885,21855.908761237668
2022-11-21,7078.722458080425,6299.661491810332,4484.077840507134,1538.5829355453338,2746.085192497629,1.0789786072865357,28348.53087263283
2022-11-28,10114.244452437832,6264.562462441883,2759.1535846715155,2604.312980660605,0.0,0.9738569986423365,33363.17779559608
2022-12-05,8687.236579136923,3346.796758451491,4779.019771361758,2400.7337500995045,1157.3124059196512,0.9789906591452071,33576.69736963993
2022-12-12,4473.919689274532,3874.6099521018527,6299.108369503867,1217.955804161159,1128.5591340042085,0.9859107695569747,33071.17625333421
2022-12-19,8648.16793878959,5618.042320650392,3836.8597773147135,2079.465844343381,92.48830528217877,0.9327774744482862,39237.35053393602
2022-12-26,7229.835439167367,5616.54314109465,4602.567583148412,2601.109698697431,722.1833124091247,0.95406740267579,29636.081554548186
2023-01-02,6646.155999388083,5618.057223567257,5035.215987566668,664.4757751029026,389.4241545341713,0.9497929616623966,29361.05467856027
2023-01-09,9223.352577681735,9623.277788785665,3398.1692921712456,2434.688153903948,3252.270443423623,0.9616101217447935,31921.9194687164
2023-01-16,10061.999044991902,5685.0686128318,4336.138722715625,1469.9009928433227,2435.678393147461,0.9982657556306609,30579.109396911335
2023-01-23,9862.560238232398,6362.678768216719,4018.8886011726922,2456.4789348745276,2771.555094994159,1.011710736626826,29131.670879321122
2023-01-30,6321.564953554723,6144.802116191842,4146.514147823247,1389.3926747659866,2221.672064043235,1.0775250246407038,28410.957847436333
2023-02-06,7381.575248297571,5781.6695015669575,2840.4853242168,556.0943194683848,370.9482287827707,0.9500822979630604,32230.872228384877
2023-02-13,8662.526862807128,4621.676906431585,4036.7652613884143,697.9660496934698,975.4797337202264,1.0492161199238292,28454.062207235216
2023-02-20,9951.090254244718,5910.763064591921,4746.997436868174,2038.4679573291055,1989.374561227918,0.9893005577887245,33017.77798165085
2023-02-27,7041.65152430942,4072.6097425549137,6176.715411692563,2207.7780013771853,277.8721911080547,0.9975268145173783,33761.755197470666
2023-03-06,7628.682046672366,4715.817671911989,5438.90623912781,1276.5466999164732,2212.998430172388,1.0337409746083301,32230.86731185164
2023-03-13,5787.330051987943,4417.563742605076,7229.773686267335,2510.8739670218993,1259.674601841865,0.943863898921885,35209.68283875446
2023-03-20,5607.5867518386585,5098.2489672635875,2848.9786556679255,670.7839501848321,1125.1791924504025,1.0191204873092026,32349.86178754684
2023-03-27,9625.051644788397,7777.59028000821,5308.480955081017,1947.1361610821468,2210.9599682034914,1.0083226104106529,35474.80418020647
2023-04-03,10712.480057141645,2759.281768889902,4275.013008607528,1031.1870401900346,1944.2633114860398,1.0246225632004076,32748.91609877827
2023-04-10,7855.979756839332,5823.512228449416,7284.704399826509,1478.5311137582726,1139.0338341809202,1.014458432195391,33357.574164187325
2023-04-17,10007.065795784049,3064.740954572418,2787.552571967273,2037.9189370531312,2659.329803364248,1.1227650069955448,27894.597348580977
2023-04-24,8723.272050095267,4433.68176105268,2740.4172367288356,1311.6693077728382,418.9366724001027,0.9681130007874342,33977.64775695925
2023-05-01,6709.760490789751,6306.7407163608395,3100.9110318339667,1692.3555646161396,2115.935606944264,0.9734501522499092,34227.46068809678
2023-05-08,8722.791211016827,5077.136022914556,814.1564135352896,2805.0342473715523,2093.101257968384,0.9688429736787618,33829.812240738574
2023-05-15,11076.073132931939,3706.7062664848327,3211.3674674788585,1538.486504381481,1190.4535606860097,0.9722261440419873,32617.66338855105
2023-05-22,7928.347921780097,4141.635548888038,2861.301007669453,2668.5536896521135,1826.133022242118,0.9681306436346742,32817.87448411538
2023-05-29,11129.287311628013,5815.517298721611,4225.590679714312,1096.2345162739055,248.88642361469715,1.0594508265553775,28135.694701588807
2023-06-05,2760.509791820511,4123.560041939436,4512.633963665739,2423.8433423322263,2424.027019206901,1.0710252123994928,28371.521187057315
2023-06-12,9643.805008750447,5259.75030749837,6814.256258823829,3153.2548965263204,1315.097863557011,0.9714626853125262,31355.98525824466
2023-06-19,8174.094136476342,5054.686207884576,5425.635757279075,22.68439989816852,977.2769794809604,0.9583822213447886,32157.02240059639
2023-06-26,7401.985299068265,4218.07958287302,3134.644516506395,1362.4837956236186,2549.0092258368895,1.0235707778193202,26613.841748488223
2023-07-03,8183.521553071005,7572.732907190391,2652.377992977463,2461.657701744432,795.6563094572407,0.9723888477859515,30400.132202867593
2023-07-10,4024.8621707982143,5760.702826781613,4737.8787572597585,1837.5636911656059,91.53870363644023,1.0316465908877754,25716.738557481425
2023-07-17,7560.656224324976,2569.8288960108716,2019.6501894690368,2296.916698697047,0.0,1.0101461510425649,23470.410652597162
2023-07-24,8714.225143023494,5223.745177723313,6747.188148781531,1516.8118506273436,2106.00995134564,0.9242127942501384,28127.955891040434
2023-07-31,10955.788089483032,4205.856242277934,5769.16018108193,2069.27182997832,219.57064750371683,1.077375260066503,22652.722012905695
2023-08-07,6963.459563452705,6022.920001755469,3296.2365218429427,1875.4582116863364,3254.7941819843645,1.089793883654776,23332.852508072443
2023-08-14,6383.012794213625,4048.975113880759,1430.2982063636837,2934.225649327846,0.0,0.9693605654757806,24152.272127072134
2023-08-21,6996.485912830927,4862.316270239721,6030.808561248119,2203.5366746409704,3196.456368290038,0.9806149220032008,24087.83640065641
2023-08-28,9830.804235404148,5605.984734776548,3828.190232121073,2270.0821296601616,1711.0174672026185,1.0142932695362452,23517.80348490777
2023-09-04,8657.502219319369,6038.906233004146,5856.724467960193,1670.4984271020262,1403.2868881296076,1.0167228394993513,25273.956184268485
2023-09-11,6940.479592465923,3559.6443115330685,1608.3585118084493,1609.9150207420053,955.0809131910503,1.0329272136336416,22425.980488757057
2023-09-18,9026.534866226712,4598.598516990862,3100.937465569341,1653.9534497443033,1899.1361143520708,1.1005102269383176,20387.46508205224
2023-09-25,8194.155098696081,4430.065626606853,4007.8655495772746,2315.5617139026376,1462.3652975751515,0.9911526386252976,22809.562273460404
2023-10-02,9937.289981065778,4216.004920911546,4070.4708906471133,1663.2124153437896,2603.3018820165216,0.9600851377730774,24124.047813709505
2023-10-09,6595.8938122452955,7118.545088337316,3324.9017927811346,2231.8198855171304,1614.2276486620397,0.9310340385992737,26253.13527641657
2023-10-16,7344.6757068044635,5485.978053153147,4934.274898521248,3660.320638916351,1650.3017614618775,0.963453498002904,24158.707882359566
2023-10-23,7215.783693735685,3486.939254797946,2398.5693559261085,2696.8997627453537,1136.3877877861441,0.9983436513563101,22594.298384973128
2023-10-30,5072.970103735763,6101.434336465732,3786.43077246806,1739.1811742657271,1443.0543762789325,1.0897278931758894,20264.57859459848
2023-11-06,8592.240554129152,7546.5874364151605,4180.443447567848,2960.971137731156,1807.801768892059,0.9741194350481914,26668.41562459978
2023-11-13,8522.110544359779,6238.958312661376,4771.6582510881235,1673.5397015827589,0.0,1.011189397581945,25590.867488203185
2023-11-20,8010.2269132849215,3176.756040855184,5067.422317133334,369.5003718577168,151.8145778942869,0.9991788551963624,32378.972842245617
2023-11-27,7530.825733249706,4418.919112560498,2313.036862243196,1193.5309512660767,2243.2640940227147,1.0594196636724043,32871.18937141038
2023-12-04,5169.2585158991715,6520.293379023948,1698.8287438965667,503.36646317931536,1670.8654381279418,1.126346621293681,29144.030649513952
2023-12-11,7158.709354469282,4150.796641257463,5916.515232847763,1718.7892127669531,1316.016663647321,0.973456561353984,36357.372670169716
2023-12-18,7314.570966946461,5532.583313775474,4498.4710179693875,2014.7347033516414,1518.4339330653931,0.9755280278740889,39288.93198983303
2023-12-25,6395.445461556762,5929.560864115204,2877.2701951651698,3341.1498498202263,1847.581705361671,1.0522080438534536,28527.110729390086
2024-01-01,7677.428576667981,3887.6834341063004,6326.727963283784,2261.5418990113303,960.2403196906384,1.0340945744813155,29861.196352618892
2024-01-08,8808.101713629077,4928.56957272584,4173.511951439288,1824.7195769529085,721.6952745976873,1.0923353662868016,27043.406708785893
2024-01-15,11772.371802421061,1110.479191917113,5768.945776095739,2663.5244649467913,1695.8452550976815,1.0291964092662982,30631.865844972817
2024-01-22,8349.155625663678,3770.734830398852,4101.277722115164,231.09175279369197,521.6272223849679,0.982035395460647,31916.4906718499
2024-01-29,8515.100781445528,4696.918218328207,7091.121887322981,2188.491646486853,1908.2527557144717,1.0295327415346154,31956.513164978413
2024-02-05,7851.108168467666,3502.6601816421808,6633.011263664806,2616.6921551095734,0.0,1.0554351790291454,31540.218886384784
2024-02-12,4162.457569401917,6958.893564717962,3626.5537772813896,817.1310033761267,2529.1556373256435,1.0410241090598682,33413.34000131841
2024-02-19,7946.972249101566,3283.830346447241,5457.356426431534,2915.003234565543,1972.597482413043,1.025363701555365,31983.31946399784
2024-02-26,8120.4604198820525,4471.9466159636195,4968.063924377721,2270.797125995531,1756.0297343138757,1.0533337344794578,33948.79250277959
2024-03-04,12926.484224970573,5156.88869274331,6052.947336298523,1667.769668879359,2482.690983945514,1.0584647795222837,34947.65126366552
2024-03-11,7615.278070437755,6729.527946879339,2552.6148091298433,2506.225492885028,3165.4744444625767,1.0691079495518763,33336.390727728176
2024-03-18,8603.094684667225,3276.965418584673,5029.077189997659,3816.554286243517,2514.3700650181304,1.0324354943794822,34815.903046387146
2024-03-25,7930.576460589514,6395.796502585951,5587.636730274382,2145.493004046796,0.0,0.9916440959841573,37107.35573987209
2024-04-01,5662.643924760936,5012.279673223505,1361.8907703653285,2198.576469040269,220.4230332642985,1.007335684321666,34845.65686851237
2024-04-08,10285.645629030041,3822.189618742459,2225.1122310013375,1632.5112803678048,875.1814223043211,1.0603254483254179,31623.865529581424
2024-04-15,9503.866065373548,5554.524169115924,941.151733359849,1320.1245044281666,1526.0910502108338,0.9591532164506382,36358.34189918737
2024-04-22,9582.063894086094,5238.871634688164,3595.8897483331634,2664.2686532353964,2017.6590204691229,1.018433665443645,34624.301218617125
2024-04-29,6181.225090410522,4279.739747409447,5076.313383693943,1315.1329392729062,774.2561868465344,0.9803330593836319,36310.412363296244
2024-05-06,10805.588621872199,5083.762501988022,6253.535578144042,2057.252989775514,1686.7667644770784,1.001437241146741,35571.29640478331
2024-05-13,5196.297874415439,4537.623683765888,4111.142170629662,1617.8740425879066,744.6170676466775,1.0639225931303649,30822.1700020622
2024-05-20,9173.71418760054,5136.220814301498,6442.923318356938,2383.1838605971134,888.4821970080518,1.009554953400995,34111.32630184344
2024-05-27,12380.911251619957,5794.556809425256,1929.8478126776631,2266.9296842295585,93.33890315177769,1.0023218274078074,30671.12088081223
2024-06-03,6018.927349738623,6903.2201793744225,1444.926340967268,2830.0319554063194,576.7667538890958,0.9320071929510041,36209.02840842147
2024-06-10,6867.404540794456,3514.6214014077814,3916.678451655072,1591.9868809162024,148.31539438366644,1.037312678301361,27580.155366158036
2024-06-17,8199.302730175283,7559.6400495875205,4576.098173408961,1784.100051765303,524.1267470226672,1.0322742090570538,29942.99965732588
2024-06-24,6993.048691767602,2657.494640572998,3950.9578778588602,1216.9890273741541,2553.6417966078398,1.108162736165273,24992.952477151743
2024-07-01,4898.673137867734,4817.8578859573,898.836849940185,1644.5653919391107,550.601111168057,0.98461108825235,27426.91867010683
2024-07-08,8137.125949612055,5705.980647781492,3866.3199407308175,2301.8403944358815,4132.382064837391,1.010957516383197,29572.401282618583
2024-07-15,5875.39257254779,5337.190241282039,2043.2957492427201,2605.5908933162814,1993.3179008808893,1.0124691841855378,26930.82930924378
2024-07-22,8947.184861270363,4252.760576215287,5004.508823245058,1262.2677406578996,1684.836123694874,1.0788726639881738,25043.055195484856
2024-07-29,6161.151531532394,4750.25329957127,4549.897369145272,2695.684736084528,641.6422198187864,0.9952352233806524,26519.462170827737
2024-08-05,11099.86881003508,4408.398878409401,2590.1803205089673,3084.5102870439605,2200.3098794089915,1.0139510762885169,26186.382997501954
2024-08-12,6433.493415327526,4292.762291666946,3229.1996239949594,2330.7479225789607,924.3621737622261,1.030394825485827,24234.262398390114
2024-08-19,7355.876967588649,6019.52251642523,2411.1797171665726,3501.436650046453,1622.0098146453615,1.0093304561578178,24049.21350032692
2024-08-26,9627.03443473934,5428.418583158057,3905.9813540902423,1380.9686407171416,4060.084538268795,0.9776783192724736,27008.04456580411
2024-09-02,5538.271367132089,4168.5084856872145,5432.713480751858,1004.2762373508664,1403.9401002753502,1.0097044996449154,23631.252434254853
2024-09-09,8454.91986920826,6079.5198505199005,2521.410930496684,577.0238008765771,2649.2733262856755,1.0536815874929886,21901.352596404206
2024-09-16,10614.285508564855,5368.759425051931,4756.069773276767,3196.8354491913465,796.8235748741126,0.948674235029447,26022.943793695416
2024-09-23,4785.033530877545,5975.434542606752,3204.613572441339,2523.492525083246,1465.0115095030383,1.0066484837073437,25551.583319079786
2024-09-30,8369.26771706461,5755.554610308334,2810.690751606484,1955.5322632716359,3270.80063563551,0.9649939592530413,26557.185715863445
2024-10-07,8519.765588496846,4005.205986893513,3839.4544600681634,2223.974901055856,873.0329422122326,1.059752331446242,22179.032564726953
2024-10-14,9563.645743554622,4327.782751763636,2447.136516370939,1099.6087621612987,3312.4485579969287,0.9238406547608112,26699.07397230807
2024-10-21,5526.0985782438365,5896.752326147915,3169.526041979227,3956.601583693461,2207.751935455475,0.9720539076364206,26006.947498310547
2024-10-28,5359.086773831447,5732.444318520158,2203.183161116727,2103.376945580182,937.5332241057324,1.018860593753226,26166.08968272257
2024-11-04,9043.883131233795,4974.9180872430225,6947.087699374584,2087.5158356839142,2132.407739055521,1.078276201461717,24732.062099628012
2024-11-11,8593.969346466372,5140.792859970538,4052.895327957593,2580.6132991189534,2472.55444962673,0.9967124869463506,27740.3450315657
2024-11-18,8500.985700691754,6533.19787494611,2950.4117380111215,2384.8073853893707,2121.8099622171967,0.9722400236653401,39176.94979475729
2024-11-25,8692.89641899395,4290.114333397004,4320.969866101333,2179.107219423305,0.0,1.0940578534720296,32905.146965633656
2024-12-02,6639.950556843019,5656.516857404045,3831.5079254637553,1367.6204356437506,772.8628241751314,0.9275993049791877,41794.55421504826
2024-12-09,8464.507394322007,4757.3688170793275,3668.545600700166,2377.1746857087965,1252.4813644484952,0.8900597021689959,45546.425737524325
2024-12-16,8586.144946597362,4738.782556127336,4921.250050065138,3505.619597180027,1425.5665708999536,1.0220007225026666,39520.36033822001
2024-12-23,6571.297163947264,6318.532222384628,5136.261565070958,3076.336036923982,2120.672097550678,0.9748972887823695,33164.77184083237
